,tweet_id,username,name,replies,retweets,likes,posted_time,content
0,1676632029763612673,ManishPandeyLKW,MANISH PANDEY,132,378,722,2023-07-05 16:40:00+00:00,ये कौन सा इंसाफ है भाई ???
1,1676775355162705921,thakurbjpdelhi,Sandeep Thakur,914,4332,5248,2023-07-06 02:09:32+00:00,"दिल्ली के अमान खान के इंस्टाग्राम अकाउंट पर 16 हजार से ज्यादा फॉलोअर्स हैं और अपने इंस्टाग्राम रील्स के जरिए वह अपने मुस्लिम फॉलोअर्स को काफिरों (गैर-मुस्लिम) के खिलाफ अगले ""कर्बला युद्ध"" के लिए तैयार होने के लिए उकसा रहा हैं.. तो 
@DelhiPolice
 को ऐसे प्रवृत्ति के लोगों के खिलाफ… Show more"
2,1676748131034357761,shellenberger,Michael Shellenberger,557,4756,20798,2023-07-06 00:21:21+00:00,"Experts said yesterday's anti-censorship court ruling was too badly written to be implemented, but it's already working. The State Department today canceled its regular Wednesday meeting with Facebook, and all future meetings, ""pending further guidance.”"
3,1676754209176272897,elonmusk,Elon Musk,1371,3083,27215,2023-07-06 00:45:30+00:00,I wonder what goes on at the “regular Wednesday meeting”
4,1676588159709204483,INDVivekPandey_,Vivek Pandey,1508,1217,3115,2023-07-05 13:45:41+00:00,प्रवेश शुक्ला द्वारा किया गया अपराध अक्षम्य है इसके लिए उस पर कोई भी कड़ी करवाई हो परन्तु मुख्यमंत्री जी का यह निर्णय बहुत गलत है कि उसके घर पर बोल्डोजर का अतिक्रमण जबकि घर पर प्रवेश शुक्ला का एक रुपया भी नही लगा उसके पिता को खून पसीने से बनाया हुआ घर है जो दोषी नही है..… Show more
5,1676809355641909251,Ankitydv92,Ankit Yadav Bojha,265,3077,19056,2023-07-06 04:24:38+00:00,"बहाने बनाने वाले के पास काम नहीं है
काम करने वाले के पास बहाना नहीं है"
6,1676955956813631489,narendramodi,Narendra Modi,360,2225,6955,2023-07-06 14:07:11+00:00,"कल रायपुर में 
@BJP4CGState
 की रैली में जनता-जनार्दन से संवाद को लेकर बेहद उत्साहित हूं। छत्तीसगढ़ के लोगों का हमेशा से बीजेपी से बहुत मजबूत रिश्ता रहा है। मुझे विश्वास है कि वे अपना आशीर्वाद सदैव बनाए रखेंगे।"
7,1676911170077487104,imVkohli,Virat Kohli,359,2319,35404,2023-07-06 11:09:13+00:00,"Welcome to the mothership.

#StayMad #StayWrogn #ad
@StayWrogn"
8,1677138761455636482,CricCrazyJohns,Johns.,77,1178,9902,2023-07-07 02:13:35+00:00,"2007 - T20 WC
2010 - IPL
2010 - Test Mace
2010 - Asia Cup
2010 - CL T20
2011 - ODI WC
2011 - Test Mace
2011 - IPL
2013 - CT
2014 - CL T20
2016 - Asia Cup
2018 - IPL
2021 - IPL
2023 - IPL

The Greatest ever. #HappyBirthdayDhoni"
9,1677215549346963456,aajtak,AajTak,4,14,109,2023-07-07 07:18:42+00:00,"कोल्हापुर - ऑटो रिक्शा में फंसी महिला की साड़ी, 400 मीटर तक ड्राइवर घसीटता रहा, घटना CCTV में कैद

#Kolhapur #Maharashtra #AutoDriver"
10,1676932507630194690,chetrisunil11,Sunil Chhetri,407,3941,34706,2023-07-06 12:34:00+00:00,"A thank you might not cut it. But it's all I have, Bengaluru."
11,1677194313980338176,RubikaLiyaquat,Rubika Liyaquat,1174,804,5118,2023-07-07 05:54:19+00:00,"राहुल गाँधी की 2 साल की सज़ा बरक़रार रहेगी 

मानहानि केस में गुजरात हाईकोर्ट ने राहुल गांधी की पुनर्विचार याचिका खारिज कर बड़ा झटका दिया 

कोर्ट ने कहा- “दोषसिद्धि पर रोक लगाना एक अपवाद है, कोई नियम नहीं..

एक सांसद रहते हुए राहुल गांधी के खिलाफ 10 से अधिक मामले हैं”"
12,1677251305155493889,timesofindia,The Times Of India,1,10,29,2023-07-07 09:40:47+00:00,"#WATCH | #UttarPradesh | Dance and music at Gorakhpur Junction railway station.  

PM #NarendraModi will flag off the Vande Bharat Express train here, shortly."
13,1677156589097345024,AwanishSharan,Awanish Sharan,72,1485,9538,2023-07-07 03:24:25+00:00,"कल कोई और ‘नहीं’ आएगा.

#HappyBirthdayDhoni "
14,1677157421658308610,rajrifofficial,RAJPUTANA RIFLES,64,979,11067,2023-07-07 03:27:44+00:00,"Happy Birthday to ""Lt Col"" Mahendra Singh Dhoni, the ‘Man with the Golden Arm’ and one of the greatest Indian cricket captains of all times!"
15,1676661734864453633,aajtak,AajTak,18,31,180,2023-07-05 18:38:03+00:00,"कितना गिर गया इंसान! 

#Vardaat #ATVideo  
@ShamsTahirKhan
 @ReporterRavish
देखिए पूरा शो: https://intdy.in/2ij1es"
16,1677119806582177792,myogiadityanath,Yogi Adityanath,386,2120,15325,2023-07-07 00:58:15+00:00,"अदम्य साहस एवं अप्रतिम वीरता के अमर प्रतीक, महान बलिदानी, कारगिल विजय के नायक, 'परमवीर चक्र' से सम्मानित कैप्टन विक्रम बत्रा की पुण्यतिथि पर उन्हें विनम्र श्रद्धांजलि!

माँ भारती की रक्षा के लिए कारगिल युद्ध में उनका शौर्यपूर्ण बलिदान चिरकाल तक प्रेरणा प्रदान करता रहेगा।"
17,1677115946132185088,nitin_gadkari,Nitin Gadkari,102,1727,16349,2023-07-07 00:42:55+00:00,"Birthday greetings to the Padma Bhushan 
@msdhoni
 ji. May you be blessed with good health and long life."
18,1676665311989501952,aajtak,AajTak,25,31,368,2023-07-05 18:52:15+00:00,"केदारनाथ में 'मोबाइल वर्जित' मुहिम का बड़ा असर
#ATHighlights #BlackAndWhiteOnAajTak 
@sudhirchaudhary"
19,1676628470649225216,khamosh_kalam,खामोश कलम,172,2092,13051,2023-07-05 16:25:52+00:00,"हालातों की जलती धूप में
वो हवा सर्द बन जाती है ........
.
.
.
.
वो नाजुक सी दिखने वाली ""मां""
औलाद के लिए ""मर्द"" बन जाती है.......!!!!"
20,1677204262705836033,RishabhPant17,Rishabh Pant,162,3261,28007,2023-07-07 06:33:51+00:00,An inspiration to so many people across the country. Thanks for everything you have done for the Indian cricket. Happy birthday Mahi bhai! 
21,1677187440522457088,aajtak,AajTak,2,9,85,2023-07-07 05:27:01+00:00,"धोनी के लिए BCCI को तोड़ना पड़ा था ये 'रूल'

#MSDhoniBirthday"
22,1676874820238077956,pankajjha_,पंकज झा,503,556,3416,2023-07-06 08:44:46+00:00,मध्य प्रदेश में कृष्ण और सुदामा वाली राजनीति …
23,1677031135619043332,StarTalkRadio,StarTalk,35,311,1916,2023-07-06 19:05:55+00:00,The Solar System to scale 
24,1677202836193677312,timesofindia,The Times Of India,8,17,105,2023-07-07 06:28:11+00:00,"#WATCH | Gujarat High Court verdict on defamation case against #RahulGandhi | Karnataka Deputy CM & #Congress leader #DKShivakumar says, ""Very unfortunate that justice has not prevailed. It is the murder of democracy. Still, the entire country & the Opposition parties stand by… Show more"
25,1677022186689773569,RedChilliesEnt,Red Chillies Entertainment,1216,6007,20256,2023-07-06 18:30:21+00:00,"The countdown begins to #Jawan..

#2MonthsToGo"
26,1677169786915094528,SumitkadeI,Sumit Kadel,103,124,855,2023-07-07 04:16:52+00:00,"#OMG2 Teaser is Dropping soon.. what you guys think about this one ? Your expectations ? 

#AkshayKumar"
27,1677255310933741568,aajtak,AajTak,6,11,53,2023-07-07 09:56:42+00:00,"सोशल मीडिया से लेकर हर गली नुक्कड़ तक... हर तरफ ज्योति की चर्चा, मनीष पर सब मौन क्यों?

#SDMjyotimaurya | (
@Shilpaa30thakur
)"
28,1677226565485092864,mayemusk,Maye Musk,211,216,2410,2023-07-07 08:02:29+00:00,"#Paris 
@Tesla
 taxi "
29,1677153929384062976,RayuduAmbati,ATR,113,4870,38452,2023-07-07 03:13:51+00:00,Wishing the legend and the greatest ever to play the sport a very happy birthday! May each and everyone of our great country have the honour and the privilege of experiencing your leadership firsthand someday in every aspect of life..greatest leader!!
30,1677201300524507139,aajtak,AajTak,2,6,48,2023-07-07 06:22:05+00:00,"दिल्ली-शिमला नेशनल हाईवे पर मलबा आने से एक तरफ़ की सड़क पूरी तरह से बंद हो गई। 4 लेन होने की वजह से दूसरी तरफ़ से ट्रैफ़िक निकाला जा रहा है। मलबा बहुत ज़्यादा है इसलिए हटाने में काफी समय लगेगा।
#Delhi #Shimla #HeavyRains #Road"
31,1677172700932964354,lexfridman,Lex Fridman,511,1177,10115,2023-07-07 04:28:26+00:00,"Posting my full conversation with 
@RobertKennedyJr
 here, in case it gets taken down on other platforms. I have high hopes for Twitter increasingly being a great place to host long-form podcast conversations."
32,1677177474982248451,PopCrave,Pop Crave,506,8741,52357,2023-07-07 04:47:25+00:00,"Taylor Swift says ‘Last Kiss’ is the saddest song she’s ever written.

#SpeakNowTaylorsVersion"
33,1677249868291616771,aajtakradio,Aaj Tak Radio,1,9,31,2023-07-07 09:35:05+00:00,"आनंद मैरिज एक्ट क्या है,  हिंदू मैरिज एक्ट से ये कितना अलग है, इसे कब लागू किया गया, ये किन किन राज्यों में लागू है, आनंद विवाह से इसका क्या संबंध है, सुनिए  'ज्ञान ध्यान' में.

https://bit.ly/3PMalA1"
34,1677202099413880832,anandmahindra,anand mahindra,94,430,4554,2023-07-07 06:25:16+00:00,"Clever! This certainly beats all the effort I recall making on our school camping trips (In Ooty). And I would particularly enjoy the sound of the rain on this tent on a monsoon camping trip. (Not in a storm, of course! ) #FridayFeeling"
35,1676993701678301185,blessedswifty,Taylor Swift Facts,1315,18863,76612,2023-07-06 16:37:10+00:00," | 
@TaylorSwift13
 changed the lyrics of “Better Than Revenge” in “Taylor's Version”!"
36,1676578443461545987,news24tvchannel,News24,1331,912,3632,2023-07-05 13:07:04+00:00,"◆ सीधी में पेशाब कांड वाले प्रवेश शुक्ला के घर पर चला बुलडोजर 

◆ बुलडोजर एक्शन देखकर प्रवेश शुक्ला की मां हुई बेहोश

#PraveshShukla | #MadhyaPradesh | #bulldozer"
37,1676805142979420160,MeriKhanii,बेवजह-के-ख़याल ✪,106,2630,11456,2023-07-06 04:07:54+00:00,ये भी एक बेहतरीन दौर गुज़रा था :⁠-⁠) 
38,1676896633622077440,aajtak,AajTak,9,12,152,2023-07-06 10:11:27+00:00,"SDM ज्योति मौर्य केस.... आखिर क्यों एक्स्ट्रा मैरिटल अफेयर्स की तरफ आकर्षित होती हैं महिलाएं? 

#SDMjyotimaurya"
39,1676802408897449984,VishweshwarBhat,Vishweshwar Bhat,81,1005,8096,2023-07-06 03:57:02+00:00,"So true, necessity is the mother of invention!"
40,1677024762936328193,CricCrazyJohns,Johns.,74,2424,16322,2023-07-06 18:40:35+00:00,"The greatest moment in the cricket career of MS Dhoni.

The unforgettable at Wankhede on April 2nd, led India to win a World Cup after 28 long years. #HappyBirthdayDhoni"
41,1676946329942257666,aajtak,AajTak,8,10,94,2023-07-06 13:28:55+00:00,"पाकिस्तान से एक अनोखे तरह की कबड्डी का वीडियो सामने आया है.

'थप्पड़ कबड्डी' का वीडियो सोशल मीडिया पर वायरल हो गया. कुछ लोगों को ये खेल बहुत पसंद आ रहा है तो कुछ लोगों को मार-पीट पसंद नहीं आ रही है.

#Pakistan #Kabaddi #SLapKabaddi"
42,1676873058324455424,kmrvivek14,VIVEK KUMAR,92,524,2691,2023-07-06 08:37:46+00:00,"#UPPOLICENEWVACANCY
#UPPoliceInNews 
वैकेंसी हुई कन्फर्म
कुल 62424 पद
UPSI- 2469
CONSTABLE -53699
JAIL WARDER - 2833 व अन्य
लग जाओ तैयारी में "
43,1676606839293632513,KavyaKutir,काव्य कुटीर,26,307,1931,2023-07-05 14:59:54+00:00,लउंडा कलाकर है पूरा...
44,1676555137911861249,aajtak,AajTak,17,66,791,2023-07-05 11:34:28+00:00,"महाराष्ट्र से बड़ी खबर सामने आ रही है. रविवार को डिप्टी सीएम पद की शपथ लेने के बाद आज अजित पवार के गुट ने शरद पवार को एनसीपी के राष्ट्रीय अध्यक्ष के पद से हटा दिया है. 

#Breaking #Maharashtra #AjitPawar #SharadPawar"
45,1677022289005772800,rajasthanroyals,Rajasthan Royals,126,2657,22142,2023-07-06 18:30:45+00:00,"Happy birthday, 𝘱𝘢𝘭 𝘥𝘰 𝘱𝘢𝘭 𝘬𝘦 𝘴𝘩𝘢𝘢𝘺𝘢𝘳 "
46,1677149980501635072,cricketaakash,Aakash Chopra,35,932,11241,2023-07-07 02:58:09+00:00,"Happy Birthday,  MSD "
47,1677253854197583873,timesofindia,The Times Of India,6,15,70,2023-07-07 09:50:55+00:00,"#WATCH | #Coimbatore, #TamilNadu: #Congress workers protest after Gujarat High Court rejects Congress leader #RahulGandhi's plea seeking stay on conviction in 'Modi Surname' defamation case"
48,1677038995178389505,googlechrome,Chrome,14,53,1754,2023-07-06 19:37:08+00:00,"Catch 
@LandoNorris
 in Chrome at the #BritishGP. 
@McLarenF1
 "
49,1676604590056243202,MalvarKumar,Malvar Kumar,74,690,3570,2023-07-05 14:50:58+00:00,"SDM  #JyotiMaurya के  कांड होने के बाद खान सर के कोचिंग में से 93 स्टूडेंट के पति ने नाम कटा कर वापस ले गया
#JyotiMaurya 

#TejRan #AbhishekIsTheBoss #Chandrayaan3 #UnRivalledThalapathyVIJAY #SalaarTeaser
#JyotiMaurya"
50,1676890087999635456,aajtak,AajTak,5,14,94,2023-07-06 09:45:26+00:00,"गुजरात में आसमानी आफत का कहर जारी 

#ATVertical #Gujarat #Flood #Rain"
51,1677132922908966913,blobyblo,tablo,247,607,5352,2023-07-07 01:50:23+00:00,"tell me the weather in your city but it has to be your 
@spotify
 playlist rn

Seoul:"
52,1677138242645413889,RajatSharmaLive,Rajat Sharma,141,1769,24803,2023-07-07 02:11:31+00:00,"Happy birthday to the legendary cricketer 
@msdhoni
. One Test Championship mace, one ODI World Cup, one T20 world cup, one Champions trophy and 5 IPL trophies. These trophies speak for your leadership skills. Wish you a healthy and another successful year ahead. Keep shining on… Show more"
53,1676664915312910336,aajtak,AajTak,9,36,181,2023-07-05 18:50:41+00:00,"चीन के एक वैज्ञानिक ने दावा किया है कि वो लोगों में बुढापे को रोक सकते हैं. जानिए इस पर विवाद क्यों हो रहा है?

#China  #Scientists #ATDigital"
54,1676740984703696899,enriquebrgn,Enrique,125,189,2679,2023-07-05 23:52:57+00:00,no following tab on threads? uninstalled
55,1677196018709049345,imkuldeep18,Kuldeep yadav,47,2239,21161,2023-07-07 06:01:06+00:00,"An icon, legend & inspiration 

Happy birthday Mahi Bhai 
@msdhoni"
56,1677214008796135431,timesofindia,The Times Of India,2,4,19,2023-07-07 07:12:35+00:00,"#WATCH | #Chhattisgarh | Out of the 36 promises made by Congress to Chhattisgarh, one promise said that a liquor ban will be implemented in the state...But now 5 years are about to pass and the truth is that the Congress has actually done a liquor scam worth thousands of crores… Show more"
57,1677092548777586689,Jacksepticeye,Jacksepticeye,260,1518,46168,2023-07-06 23:09:57+00:00,"Cheating is not cool!
As the inventor of coffee i’m suing Starbucks!"
58,1677174538541449216,celestialswiftt,c,132,24923,79065,2023-07-07 04:35:45+00:00,i can’t do this i can’t #SpeakNowTaylorsVersion
59,1677028218186997761,NASA,NASA,168,1326,8599,2023-07-06 18:54:19+00:00," @NASAWebb
 detected the most distant active supermassive black hole to date! https://go.nasa.gov/46C1aZ2"
60,1677028220464406528,NASA,NASA,30,112,1202,2023-07-06 18:54:20+00:00,Get pulled in on the details. 
61,1676956323160932352,NASAWebb,NASA Webb Telescope,46,598,2936,2023-07-06 14:08:38+00:00,"CEERS-iously?

In a survey of 100,000 galaxies named CEERS, Webb found the most distant active supermassive black hole to date, 2 more small early black holes, and 11 early galaxies. All existed in the first 1.1 billion years after the big bang. Seriously! https://go.nasa.gov/44dnAhK"
62,1676606165747105793,umda_panktiyaan,उम्दा_पंक्तियां,9,399,2442,2023-07-05 14:57:14+00:00,"सामने है जो उसे लोग बुरा कहते हैं 
जिस को देखा ही नहीं उस को ख़ुदा कहते हैं

~ सुदर्शन फ़ाकिर"
63,1676925603663028224,aajtak,AajTak,5,10,185,2023-07-06 12:06:34+00:00,"'आलोक ने पढ़ाई में हेल्प की, मगर 12 साल के रिश्ते को...', SDM ज्योति का दर्द और गुस्सा
#UttarPradesh #JyotiMaurya"
64,1677200977504653312,bhogleharsha,Harsha Bhogle,144,1583,17618,2023-07-07 06:20:48+00:00,"From the little I know of him, very little actually, MS Dhoni will let his birthday pass by gently while everyone else will get excited by it."
65,1677030049760034817,ImRaina,Suresh Raina,714,12111,73806,2023-07-06 19:01:36+00:00,"Happy birthday to my big brother 
@msdhoni
 !  From sharing the pitch to sharing our dreams, the bond that we've created is unbreakable. Your strength, both as a leader and as a friend, has been my guiding light. May the year ahead bring you joy, success, and good health. Keep… Show more"
66,1677225052914237441,aajtak,AajTak,2,5,57,2023-07-07 07:56:28+00:00,"बत्रा के खौफ से कांपते थे पाकिस्तानी... जानिए क्यों?

#VikramBatra #DeathAnniversary"
67,1677152890014806017,mufaddal_vohra,Mufaddal Vohra,40,865,13588,2023-07-07 03:09:43+00:00,MS Dhoni is the oldest player to win the Player Of The Series award in Australia in ODIs.
68,1676859167858913281,Shonalii11,RJ Shonali,96,139,2342,2023-07-06 07:42:34+00:00,Me balancing personal and professional life 
69,1677185158250741762,aajtak,AajTak,5,14,105,2023-07-07 05:17:56+00:00,"पीएम मोदी आज करेंगे रायपुर, गोरखपुर और बनारस का दौरा 

#PMModi"
70,1676966971638951936,INDVivekPandey_,Vivek Pandey,909,6054,33039,2023-07-06 14:50:57+00:00,"अब तक दीपिका कुमारी को बधाईयों का ताँता लग जाना था, 
लेकिन सन्नाटा पसरा हुआ है। वजह नहीं जानते?

अरे भई देश की बेटी ने पेरिस में हो रहे विश्व तीरंदाजी चैंपियनशिप में 3 गोल्ड जीते हैं! अब किसी क्रिकेटर की एक उंगली थोड़ी न फ्रैक्चर हुई है जो आपको पता लग जाता या भारत क्रिकेट टीम के… Show more"
71,1677044125999218688,Dexerto,Dexerto,624,1220,23229,2023-07-06 19:57:32+00:00,"“Competition is fine, cheating is not”

Elon Musk responds to the launch of Mark Zuckerberg’s new social media platform"
72,1676684020887830528,OTerrifying,OddIy Terrifying,1296,5982,50632,2023-07-05 20:06:36+00:00,Huge muscular mountain goat seen in forest 
73,1677169201440768000,news24tvchannel,News24,142,711,1782,2023-07-07 04:14:32+00:00,"जोधपुर : पति को बर्थडे विश करने पहुंची पत्नी दूसरी लड़की के साथ कमरे में बंद मिला पति

◆ महिला ने रोते-रोते 2 बेटों के साथ ट्रेन के आगे कूदकर की आत्महत्या

Rajasthan | #Rajasthan | #Jodhpur | Jodhpur"
74,1676869481916686336,aajtak,AajTak,3,41,1157,2023-07-06 08:23:33+00:00,"अयोध्या में राम मंदिर की सुरक्षा की जिम्मेदारी CISF (केंद्रीय औद्योगिक बल) को सौंपी गई है. अगले साल जनवरी में मंदिर के उद्घाटन से पहले सीआईएसएफ अपना सुरक्षा का ताना-बाना यहां पर तैयार कर लेगी. 

पूरी ख़बर: https://intdy.in/mbhkw4

#Ayodhya #RamMandir #CISF #RamMandirSecurity… Show more"
75,1676816148065824769,ANI_MP_CG_RJ,ANI MP/CG/Rajasthan,368,356,1589,2023-07-06 04:51:38+00:00,"#WATCH | Madhya Pradesh | The accused of Sidhi viral video, Pravesh Shukla was taken for medical test on 5th July after he was arrested late at night.

(Video: Viral video)"
76,1676635366172884994,mpanktiya,मोटिवेशनल पंक्तियाँ ,8,602,3183,2023-07-05 16:53:16+00:00,"जब भी ऐसा लगे कि जीवन हाथ से निकलता जा रहा है,
तो हमेशा ध्यान रखना की आपसे बहुत बुरी स्थिति में लोग आपसे बहुत अच्छा कर रहे है।"
77,1677199310402756609,aajtak,AajTak,7,13,87,2023-07-07 06:14:11+00:00,"ऑस्ट्रेलिया में 21 साल की भारतीय छात्रा की उसके एक्स बॉयफ्रेंड ने बेरहमी से हत्या कर दी. 

#Crime"
79,1677200178124816384,CricCrazyJohns,Johns.,47,759,5295,2023-07-07 06:17:37+00:00,"- 325 sixes in T20.
- 229 sixes in ODI.
- 78 sixes in Test.

One of the greatest six-hitters of all-time. #HappyBirthdayDhoni"
80,1677241952256012291,timesofindia,The Times Of India,2,5,44,2023-07-07 09:03:37+00:00,How rich is Lord Jagannath's Puri temple? That's a big mystery as the last inventory was in 1978 http://toi.in/-KQ0aY37/a24gk
81,1676828566330408960,GymBodyFitness_,Gym Body Fitness,29,1041,6300,2023-07-06 05:40:58+00:00,"No Equipment Full Body Home Workout To Build Muscles:

1. Jumping jack"
82,1677045365923631105,TheSwiftSociety,The Swift Society,202,3610,40409,2023-07-06 20:02:27+00:00,"| 
@TaylorSwift13
's koi fish guitar was ""temporarily removed"" from its musuem."
83,1677259545578487809,aajtak,AajTak,2,3,72,2023-07-07 10:13:32+00:00,"74 साल की नौकरी में महिला ने नहीं ली एक भी छुट्टी! 

#Trending"
84,1677226781055782912,mufaddal_vohra,Mufaddal Vohra,42,567,7032,2023-07-07 08:03:20+00:00,"KL Rahul - happy birthday to the best one, MS Dhoni.

The respect everyone has for MS!"
85,1677022351882616832,thebharatarmy,The Bharat Army,31,1356,9532,2023-07-06 18:31:00+00:00," 𝗧𝗛𝗘 𝗚𝗢𝗔𝗧! Thank you for everything 𝘾𝘼𝙋𝙏𝘼𝙄𝙉 𝘾𝙊𝙊𝙇 - wishing you a very happy birthday, 𝘛𝘏𝘈𝘓𝘈.

 MS Dhoni's Bharat Army Forever!

 Getty • #MSDhoni #HappyBirthday #TeamIndia #BharatArmy"
86,1677229402399166466,aajtak,AajTak,2,33,91,2023-07-07 08:13:45+00:00,"पश्चिम बंगाल से शिकंदराबाद जा रही फलकनुमा एक्सप्रेस ट्रेन में शुक्रवार को आग लग गई. आग लगने के बाद यात्रियों में अफरातफरी मच गई. देखें वीडियो

#Telangana #Fire #Train #FalaknumaExpress | 
@Jay_Apoorva18"
87,1677012914782502912,TrungTPhan,Trung Phan,101,474,7640,2023-07-06 17:53:30+00:00,Jack is soooo back
88,1676639143386906650,SawyerMerritt,Sawyer Merritt,18,260,1614,2023-07-05 17:08:16+00:00,"NEWS: 
@Tesla
 Model Y tops overall UK car sales in June.

In June a total of 5,539 Model Ys were registered in the UK, enough to beat out the Ford Puma, a gas-powered compact hatchback that has a starting price of less than half that of the Model Y."
89,1677201393449304064,aajtak,AajTak,5,8,59,2023-07-07 06:22:27+00:00,"SDM ज्योति मौर्य और उनके पति आलोक मौर्य के बीच की कहानी सोशल मीडिया से लेकर हर जगह चर्चा का विषय बनी हुई है. 

#SDMjyotimaurya #AlokMaurya"
90,1676641130514100224,WholeMarsBlog,Whole Mars Catalog,59,275,1581,2023-07-05 17:16:10+00:00,"Yeah, a lot of people don’t realize how strong the Tesla roof is. People have driven off a cliff and survived. Safety is a core part of Tesla’s DNA."
91,1676945226701602816,NASAArtemis,NASA Artemis,25,173,1029,2023-07-06 13:24:32+00:00,"#InternationalMoonDay is coming up! July 20 will mark the 54th anniversary of the Apollo 11 Moon landing.

Today, we are building on the Apollo legacy with international and industry partners to send the first crewed #Artemis mission, Artemis II, around the Moon."
92,1676922852904165377,aajtak,AajTak,5,10,327,2023-07-06 11:55:38+00:00,"धोनी 7 जुलाई को अपना बर्थडे सेलिब्रेट करेंगे. लेकिन माही के बर्थडे से पहले ही देशभर में उनके फैंस काफी एक्साइटेड हैं.

हैदराबाद, आंध्र प्रदेश में एमएस धोनी के जन्मदिन से पहले फैंस ने उन्हें एक प्यारा सा एडवांस गिफ्ट दिया है.

हैदराबादी फैंस ने धोनी का 52 फीट ऊंचा कट आउट लगाया है.… Show more"
94,1676918095179292678,0xgaut,gaut,158,613,9079,2023-07-06 11:36:44+00:00,Twitter will be just fine
95,1676862034544332801,timesofindia,The Times Of India,12,4,6,2023-07-06 07:53:58+00:00,"#Karnataka Speaker #UTKhader asks the state's PWD minister to have a meeting with NHAI to make sure MLAs, MPs, MLCs and former ministers have a separate lane at toll gates. Issue was raised after Congress MLA Narendra Swamy raised the issue during the session.   

The demand is… Show more"
96,1676893883848970240,EvasTeslaSPlaid,Eva McMillan,24,41,407,2023-07-06 10:00:31+00:00,Much appreciate the high-visibility glass roof in my Plaid.
97,1676977982416748545,KanekoaTheGreat,KanekoaTheGreat,410,2350,9399,2023-07-06 15:34:42+00:00,"Meta Launches Data-Harvesting Twitter Clone, Immediately Starts Censoring"
98,1676656964502167584,aajtak,AajTak,31,21,174,2023-07-05 18:19:05+00:00,"यूपी के बरेली की SDM ज्योति मौर्य और उनके पति आलोक मौर्य के बीच चल रहा तलाक का विवाद अब देश में चर्चा में चर्चा का विषय बन गया है. ज्योति और आलोक ने एक-दूसरे पर कई तरह के आरोप लगाए हैं. 
#JyotiMaurya  #AlokMaurya  #SDM  #AajTakDigital"
99,1676855962563497985,esaspaceflight,Human Spaceflight,6,49,284,2023-07-06 07:29:50+00:00,"Set the date!  On the 15th of August, 
@Astro_Andreas
 and the rest of Crew-7 will launch from Kennedy Space Center! This will mark the start of Andreas's 6 month #Huginn mission, where he will be the pilot of Crew Dragon and commander of the International 
@Space_Station
! "
100,1677174025036988419,farzyness,Farzad Mesbahi,296,58,809,2023-07-07 04:33:42+00:00,"I'm going to start following accounts that are totally and completely opposite of my views to constantly test and challenge my worldview.

You should join me on this quest."
101,1676795527885668354,aajtak,AajTak,23,16,134,2023-07-06 03:29:41+00:00,"फ्यूल इम्पोर्ट कम किया जाएगा तो पैसा बाहर जाने के बजाये किसानों के घर जाएगा...क्या है 
@nitin_gadkari
 का नया फार्मूला?

#Ethanol #Fuel"
102,1677171888248983553,_illegirl101,An⁷ || ★★★★★⁵,8,23,672,2023-07-07 04:25:13+00:00,Castles Crumbling instant fave  #SpeakNowTaylorsVersion
103,1677130212750901248,farzyness,Farzad Mesbahi,38,59,480,2023-07-07 01:39:36+00:00,This is a ridiculous chart. $TSLA
104,1677204375389831170,aajtak,AajTak,2,9,61,2023-07-07 06:34:18+00:00,"रायपुर टू गोरखपुर, प्रधानमंत्री का मेगा टूर

#ATLivestream #NarendraModi"
105,1676538651205935104,aajtak,AajTak,43,19,153,2023-07-05 10:28:57+00:00,"घरेलू पिच पर हारे “पवार”?
देखें 'दंगल' में इस मुद्दे पर बड़ी चर्चा 
@chitraaum
 के साथ सिर्फ़ आजतक पर

#MaharashtraPoliticalCrisis #SharadPawar #Promo #Dangal"
106,1677135440040824835,teslaownersSV,Tesla Owners Silicon Valley,15,75,389,2023-07-07 02:00:23+00:00,"Tesla Model Y is destroying the competition. It sold more than all of other cars combined outside of Tesla model 3. 

It’s literally the best SUV."
107,1676833669720461312,ashokgehlot51,Ashok Gehlot,1087,7019,7554,2023-07-06 06:01:15+00:00,"क्या लिखा है अधूरा
कल दिख जाएगा पूरा

अधिक जानकारी के लिए नीचे दी गई वेबसाइट पर जाएं : 
http://jansamman.rajasthan.gov.in

#JanSammanJaiRajasthan"
108,1676832706930384896,__Lootera,लुटेरा,62,827,5601,2023-07-06 05:57:26+00:00,उम्र कोई मायने नहीं रखता दिल बड़ा होना चाहिये..
109,1676865869694001153,aajtak,AajTak,3,15,210,2023-07-06 08:09:12+00:00,"यूपी के आजमगढ़ में एक सारस गांव के युवक के पास पहुंच गया. सारस उसका दोस्त बन गया. जहां भी युवक जाता, सारस भी उसके पीछे चल देता.  गांव वालों ने देखा तो उन्हें अमेठी के आरिफ और उसके दोस्त यानी पक्षी सारस के जुदा होने की याद आई. इसको लेकर ग्रामीण चाहते थे कि अब दोबारा ऐसा न हो,… Show more"
110,1676773313895628800,mpanktiya,मोटिवेशनल पंक्तियाँ ,0,247,1471,2023-07-06 02:01:25+00:00,लोगों को कहने दो... लोगों का काम ही है कहना...
